"PFF_Cecum_11"	"PFF_Cecum_12"	"PFF_Cecum_13"	"PFF_Cecum_14"	"PFF_Cecum_15"	"PFF_Cecum_16"	"PFF_Cecum_17"	"PFF_Cecum_18"	"PFF_Cecum_19"	"PFF_Cecum_1904"	"PFF_Cecum_1906"	"PFF_Cecum_1907"	"PFF_Cecum_1908"	"PFF_Cecum_1910"	"PFF_Cecum_1913"	"PFF_Cecum_1914"	"PFF_Cecum_1917"	"PFF_Cecum_1920"	"PFF_Cecum_1921"	"PFF_Cecum_1937"	"PFF_Cecum_1938"	"PFF_Cecum_1941"	"PFF_Cecum_1942"	"PFF_Cecum_1943"	"PFF_Cecum_1944"	"PFF_Cecum_1945"	"PFF_Cecum_21"	"PFF_Cecum_25"	"PFF_Cecum_27"	"PFF_Cecum_28"	"PFF_Cecum_30"	"PFF_Cecum_32"	"PFF_Cecum_35"	"PFF_Cecum_36"	"PFF_Cecum_37"	"PFF_Colon_11"	"PFF_Colon_12"	"PFF_Colon_13"	"PFF_Colon_14"	"PFF_Colon_15"	"PFF_Colon_16"	"PFF_Colon_17"	"PFF_Colon_18"	"PFF_Colon_19"	"PFF_Colon_1904"	"PFF_Colon_1906"	"PFF_Colon_1907"	"PFF_Colon_1908"	"PFF_Colon_1910"	"PFF_Colon_1913"	"PFF_Colon_1914"	"PFF_Colon_1917"	"PFF_Colon_1920"	"PFF_Colon_1921"	"PFF_Colon_1937"	"PFF_Colon_1938"	"PFF_Colon_1941"	"PFF_Colon_1942"	"PFF_Colon_1943"	"PFF_Colon_1944"	"PFF_Colon_1945"	"PFF_Colon_1946"	"PFF_Colon_21"	"PFF_Colon_25"	"PFF_Colon_27"	"PFF_Colon_28"	"PFF_Colon_30"	"PFF_Colon_32"	"PFF_Colon_35"	"PFF_Colon_36"	"PFF_Colon_37"
"PWY0-1415"	265.0807	40.7085	102.7065	77.3269	156.9906	39.114	45.7956	273.7904	187.8817	48.7609	548.5537	37.7337	22.7307	46.7493	141.6308	313.6727	361.6089	202.7821	189.1662	26.7409	61.1713	0	47.3217	65.5268	36.6071	88.1503	121.0655	66.5076	46.8513	20.2666	14.6238	78.9351	238.6516	21.1316	47.4817	587.6502	40.394	176.6044	82.2328	98.6249	48.572	0	97.4909	161.2891	115.187	807.7014	88.9647	40.9512	162.1435	19.7453	294.2545	373.6029	104.8033	543.5815	37.9918	40.8539	135.0109	62.0095	147.0871	115.2402	61.6157	106.2832	88.2149	113.6325	77.9872	37.1328	17.0056	65.8097	744.6861	78.2575	207.5475
"PWY0-1479"	1465.5403	1142.3424	1623.7963	1952.4863	2250.9905	2082.0245	1682.1331	5663.7003	678.1404	1366.9427	3152.8714	3197.6569	1573.543	442.9177	2781.1277	3500.0865	1422.5023	735.7672	1252.8554	659.3992	1239.1872	703.878	1949.0232	2308.0787	3325.1656	2009.4573	1446.9724	824.4301	2986.3115	2569.0454	2326.9923	1373.2258	1150.6299	2427.4286	2465.8297	1031.2057	849.0193	487.1484	407.6405	1407.9101	228.9729	317.8501	1027.4681	479.4303	1181.639	1661.1252	1705.9253	889.6975	412.734	680.1903	735.2341	894.4817	259.9837	3983.4767	112.8088	1558.4637	528.6549	888.1484	1212.5438	520.6741	338.1231	499.9263	877.3523	540.2492	1883.727	212.6174	187.4742	522.7509	1078.7823	2306.8073	1114.0317
"PWY0-1533"	176.3086	0	86.5929	110.1197	0	194.4326	106.2397	621.6475	0	0	0	0	0	0	0	44.432	46.7776	119.7488	39.9216	165.4349	0	0	0	19.5321	94.716	0	272.3167	59.7057	200.6423	792.733	232.4775	205.3243	288.8385	612.8289	0	376.7966	24.8438	0	0	105.2252	295.7029	0	109.1828	28.4075	0	0	0	0	0	0	13.8093	0	13.6953	216.4142	0	0	34.3617	0	0	57.5872	0	25.9023	130.1707	72.383	148.423	160.9158	72.8303	123.2604	194.7879	528.9224	123.9457
"PWY0-1586"	20354.864	25075.3642	20897.5845	33519.8346	18744.089	23450.2494	51500.4836	94031.4383	33067.2579	21532.7869	27505.6828	17038.1834	20411.1419	26907.7247	23647.7341	18818.7929	15720.9728	32429.6103	24364.9529	28327.7619	14826.6801	22810.769	21706.5437	18418.6958	18670.6264	20165.2533	37350.9524	28840.4201	43641.1008	35136.7095	25636.7882	15355.1384	17552.6003	23871.3366	30450.8992	23436.6876	31865.5322	14339.9284	29602.4026	13592.9143	34231.5718	20739.5677	33173.5539	24996.4353	29574.9234	18012.0935	13607.8567	18779.1478	29753.3104	18704.5906	13967.7624	15076.8937	21282.1997	19634.1947	15704.3324	9482.5649	33291.3916	19656.5917	23299.035	14811.7122	14895.5404	12227.8941	25283.0569	24641.8756	31624.1861	32361.8445	13605.675	15429.2493	13028.0085	23063.2229	25278.5009
"PWY0-162"	12912.3036	11748.8749	10512.4689	24432.4531	15727.0411	19813.6633	33363.237	81516.2069	34246.2407	16933.2469	17947.5391	15259.9794	16870.7508	15075.2173	22472.1014	15135.9955	10390.7971	19741.0604	18206.4887	21079.7486	7256.1381	16649.9223	21266.7233	17454.1709	16074.4257	20134.0512	30315.5128	26348.5418	35749.5	22709.0555	17463.0141	9701.0706	13677.7773	14654.0486	23026.3949	27331.4792	21362.5885	16029.6074	30946.6531	14479.4943	35533.4061	16631.4428	30495.6332	25818.8273	28078.6267	16959.6889	15282.9954	16562.8253	26732.357	19115.1482	16015.882	13381.456	17542.6543	16397.8303	16037.3647	10845.3198	27782.8738	21870.5084	24434.1547	17070.035	16654.2582	16121.1454	22616.4606	28190.2844	25158.2897	32609.6744	14078.4633	16508.1097	17640.7893	17326.5686	26673.9674
"PWY0-166"	8697.6927	7679.403	6690.0433	18232.1381	10175.9452	14863.7995	26214.2484	66870.5046	29800.6946	13549.8292	12353.2616	11702.8318	13304.3732	11555.2183	17680.8784	11485.5534	8085.6073	16154.7949	13111.9218	14701.2886	5440.9138	12964.5853	17322.8766	13632.0925	11710.3146	15653.907	24305.7203	21521.677	28522.6722	16310.3826	12752.307	7634.7366	10376.3798	12393.1646	16247.2381	21966.524	14702.8295	11328.671	26668.2458	8955.8449	30185.2209	13870.1785	26103.275	22092.2323	23664.6577	11934.9247	12762.0712	13558.7826	23048.6098	16797.857	13026.1408	10783.4455	15783.7532	12402.2975	12954.4871	8599.3584	22906.3628	18618.4595	19913.3586	13072.6569	14029.8475	11216.109	18690.6823	24571.9786	19685.1758	27815.2282	11773.0342	14078.7388	13259.9577	15316.1004	21535.5554
"PWY0-321"	0	0	0	0	0	0	0	12.1057	0	0	0	0	0	0	0	1.9696	0	2.6241	0	0	0	0	0	0	0	0	0	2.7787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4682	0	0	0	0	0	0	0	3.6636	0	3.4701	100.2614	0	0	0	0	0	0	0	7.1591	0	6.6372	0	0	0	0	0	20.0929	0
"PWY0-41"	52.6871	182.0433	55.3908	59.527	47.1358	0	138.7329	59.4308	0	196.7931	242.4563	0	0	11.9446	31.7008	108.7266	31.7201	94.2146	19.8996	60.9925	0	56.3697	0	0	369.9598	35.6552	0	3.1317	12.575	57.6624	0	0	0	0	41.3695	4.7878	151.6361	21.7094	0	37.2348	9.9232	37.8473	10.243	4.7871	48.6164	82.9701	0	0	0	0	5.336	3.5948	38.4168	78.5239	0	0	35.2669	0	0	100.3759	0	7.6311	0	7.3231	6.5889	0	0	0	0	0	4.1804
"PWY0-42"	0	0	0	0	0	0	0	6.86	0	0	0	0	0	0	0	1.6296	0	1.7722	0	0	0	0	0	0	0.67	0	0	1.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14	0	0	0	0	0	0	0	3.0357	0	2.4194	9.1797	0	0	0	0	0	0	0	5.2459	0	4.0743	0	0	0	0	0	0	0
"PWY0-781"	4549.4357	4540.1199	719.2383	799.8224	7913.0356	2394.8433	9315.1151	8907.4491	3049.5879	2250.101	4459.6001	3509.2468	2512.3657	8624.871	1543.9242	2526.9325	4027.1308	10117.5212	8250.8113	3311.018	3554.4538	3291.4161	1296.5383	940.7725	2739.662	660.4974	2842.6224	1342.1162	3324.5686	3855.5258	2958.1267	2868.956	3546.3831	3199.9039	10120.0594	2460.4703	5851.372	429.3016	327.7944	7128.6503	2881.6004	4746.2501	2786.6947	2552.8228	4457.4277	2422.776	2710.588	3225.4322	12275.1988	2573.8617	952.49	4831.6636	7345.1894	6402.2533	952.5454	4494.7322	4651.361	800.4656	997.0864	2356.7836	228.2714	2413.1957	1594.1791	2178.8778	2420.8539	2901.7937	444.3083	1432.2354	6165.3012	4382.8157	4897.9026
"PWY0-845"	3937.2587	1665.8989	2978.3141	2608.2571	6418.2662	3558.0479	6929.9781	10235.2522	3513.7256	1433.5422	5119.7483	3930.0882	964.1249	1531.82	4453.6503	3340.4739	2156.4998	1942.2414	5954.8863	5566.4591	2097.7321	1136.1002	3553.2735	3481.597	3615.9022	3683.6944	2127.3573	1469.0509	4161.5671	3662.5404	2422.5526	1411.7808	2923.0817	2254.4785	4800.5291	6998.3718	2211.2783	5706.3243	2913.2448	6515.8746	4498.023	3098.4603	3521.3247	3190.965	2581.4532	5171.4853	2728.4187	1358.5646	3087.2301	1473.479	3989.4882	2442.6155	1559.1476	3236.1238	4306.1067	2993.8739	1730.8311	3422.3171	5430.4414	5384.9864	2457.8371	7784.5742	1920.1071	2666.1714	3487.5489	5289.858	2523.4689	2774.6482	6352.9681	4758.607	6260.8417
"PWY0-862"	309.6098	41.9583	226.2596	123.301	145.899	305.7051	493.3767	698.1381	184.7887	230.0944	837.9288	1088.1894	146.9443	126.7809	96.9742	104.6944	217.6643	416.9727	284.0095	63.5091	327.3373	64.6799	112.4563	58.6934	76.6684	271.6517	111.3821	180.4237	147.2752	113.7555	127.9992	174.117	216.2282	71.8846	111.3634	561.2305	47.956	408.0571	124.4929	82.6021	213.7142	142.1554	181.5614	95.7879	444.9621	727.9188	520.6435	218.0189	315.8736	33.5634	92.8897	141.4857	410.404	373.9524	14.9916	366.6627	85.0542	87.9845	57.522	149.3023	152.163	143.4732	121.1298	285.3507	128.0731	135.258	171.5651	176.548	791.7363	304.3396	326.4755
"PWY1G-0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8748	0	0	0	0	0	0	0	0	0	0	0	0	2.4996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY490-3"	2834.9271	655.4513	1670.2549	2060.746	1004.3214	2238.4437	2639.7345	4798.1569	1050.8731	1166.6193	2264.4309	2684.8206	1981.4946	1702.471	1821.054	2359.0114	1927.6202	3937.979	1577.905	2335.6402	2984.4274	2281.4589	604.6333	1336.942	1173.7569	1375.8067	1778.2955	1957.5782	3161.2735	3725.8175	2646.4197	2375.2139	3777.3619	1649.7927	1009.544	1194.7883	595.8565	744.7394	549.2392	640.504	3034.5655	1020.5698	1105.4121	1129.5838	814.3611	1069.8017	1424.7265	1488.0593	1337.1195	399.6031	1424.8186	1630.5729	1355.4498	3403.9116	237.8629	2228.6624	1906.784	224.0524	997.4815	279.2011	521.3365	90.4027	814.9424	305.6307	2354.0853	718.368	356.0992	2026.0839	2345.5486	1417.3529	472.0372
"PWY4FS-7"	22163.2735	26126.3973	20122.1932	30275.1498	23773.3868	22852.0887	48071.0152	86560.4637	33037.5428	21026.6067	27033.5959	20580.1312	19662.0403	24340.1508	23873.4535	20068.3766	16411.5338	30822.9678	23853.3494	25808.3911	16435.6192	21227.2708	21380.0954	18583.803	20476.2944	21029.5367	34419.6206	27538.9856	39910.3942	32035.0056	24612.4346	16931.0501	22325.9459	28023.4679	30396.8483	25003.5641	32313.2037	15854.2611	29608.16	17983.1261	34285.4072	20017.797	30758.3467	24936.2687	30272.0081	18803.9804	15579.4625	18071.3091	27705.101	18789.6602	15453.9642	15751.4133	19613.5584	20589.9831	15679.243	11559.6818	30564.8918	20475.038	23830.1175	16254.7809	15514.649	12387.0715	23757.8085	26050.6638	29521.7496	31573.978	13492.3521	17126.845	16988.6031	32621.1861	25584.7106
"PWY4FS-8"	22163.2735	26126.3973	20122.1932	30275.1498	23773.3868	22852.0887	48071.0152	86560.4637	33037.5428	21026.6067	27033.5959	20580.1312	19662.0403	24340.1508	23873.4535	20068.3766	16411.5338	30822.9678	23853.3494	25808.3911	16435.6192	21227.2708	21380.0954	18583.803	20476.2944	21029.5367	34419.6206	27538.9856	39910.3942	32035.0056	24612.4346	16931.0501	22325.9459	28023.4679	30396.8483	25003.5641	32313.2037	15854.2611	29608.16	17983.1261	34285.4072	20017.797	30758.3467	24936.2687	30272.0081	18803.9804	15579.4625	18071.3091	27705.101	18789.6602	15453.9642	15751.4133	19613.5584	20589.9831	15679.243	11559.6818	30564.8918	20475.038	23830.1175	16254.7809	15514.649	12387.0715	23757.8085	26050.6638	29521.7496	31573.978	13492.3521	17126.845	16988.6031	32621.1861	25584.7106
"PWYG-321"	374.0565	50.8059	273.337	149.1251	176.6404	369.1939	596.0086	843.9456	223.4634	276.9907	1009.0655	1301.6412	177.0919	153.1123	117.4143	126.7215	262.9004	501.0905	343.4316	76.9407	394.3356	78.2122	136.0876	71.0776	92.835	328.1136	134.7091	217.5908	178.2106	137.6836	154.768	209.8996	261.291	84.1008	134.836	677.3781	58.0689	492.393	150.6028	100.0507	258.5006	171.9096	219.6049	115.9352	535.3233	876.2812	624.5982	262.2907	381.1093	40.6492	112.4496	171.097	491.651	450.911	18.1681	441.6947	102.8834	106.5063	69.6821	180.6589	183.86	173.6539	146.3985	344.3591	154.9496	163.7439	207.2196	213.2585	952.9657	367.7359	394.5664
"PYRIDNUCSAL-PWY"	19005.6222	20441.4989	16785.6268	18448.8299	19475.5848	13917.2232	31752.0779	38407.5203	8564.0719	11839.197	21429.8385	14910.1357	10939.155	15941.4281	12578.8489	14231.4215	12426.7269	19091.8995	18151.998	18093.412	14017.2847	12438.3759	8967.8423	9800.4201	15136.589	11792.6314	17845.2421	11828.2982	19679.0342	21800.0653	17538.562	12952.9632	18289.695	19000.8833	20865.7501	11140.4304	22097.8301	10474.4794	7299.9513	14816.8112	9192.1239	10092.0963	10203.3713	7595.7204	12542.724	13390.8481	6573.928	8546.891	9789.1589	4268.0441	6992.3079	9472.7204	5999.0218	13580.3251	6295.7104	7255.8796	13157.6035	5192.7215	9633.6924	9001.0035	4483.6938	7230.9259	10666.8695	4536.3713	16745.2915	8784.7646	4817.3634	7384.0491	13716.4725	21525.0862	10643.921
"PYRIDNUCSYN-PWY"	13611.8481	7351.6385	14263.4714	13932.6804	12860.5228	11056.9794	20178.3203	27187.0496	10941.5319	8727.5519	19235.3813	12535.3899	9187.9271	7829.5153	11416.1455	14260.1923	10290.4537	11807.4313	13085.6989	12181.8796	9943.1555	8638.3431	9246.5728	8946.0665	12517.6913	10439.3653	13108.765	10720.7864	16050.8841	15528.272	10598.1994	8711.9946	11615.9401	11272.5466	12986.6566	13488.7376	8662.5774	11522.4316	9883.5796	11699.649	11881.3605	7468.2622	7367.9876	9962.1504	11551.9693	13658.8805	8733.7474	7712.418	8939.6886	5093.7242	9443.1373	9079.868	5639.8654	10899.1782	6212.143	9385.4992	9823.223	8243.7638	10707.2305	11078.6745	6428.6501	11513.1636	8403.9961	9604.6847	12909.4332	9836.1038	5421.0987	8431.0531	14374.5374	15432.4017	11309.5
"PYRIDOXSYN-PWY"	3107.5287	1257.1917	2333.4469	1985.5762	5123.2224	2685.6378	5169.8855	7334.4029	2587.2289	1099.0861	4024.497	3134.8869	751.3903	1137.1365	3370.3214	2643.9879	1711.6716	1450.2617	4646.3451	4076.633	1644.9204	863.3031	2647.3459	2648.3682	2862.1421	2817.0633	1597.0007	1136.3118	3103.4747	2707.8083	1832.3412	1099.1537	2235.1006	1759.4475	3669.0003	5305.9393	1651.9916	4568.2582	2165.9003	5450.8079	3219.6288	2280.3617	2432.409	2380.2608	1967.9942	4082.5314	2131.5372	1043.469	2293.9694	1087.1917	3096.5784	1925.1558	1157.2898	2533.0722	3056.9546	2491.7693	1298.7439	2532.4705	4060.6472	4295.7803	1832.0541	6728.706	1423.7123	2012.7417	2626.4737	3686.4006	1843.7664	2121.6586	5266.4884	3810.2548	4678.9668
"REDCITCYC"	8.7476	0	0	0	0	52.3893	41.9663	115.3106	0	0	0	0	0	0	0	31.4624	31.4531	31.4684	31.4688	0	0	0	0	13.9899	27.9712	0	0	5.4935	36.7137	0	0	0	0	0	0	13.9897	0	0	0	0	78.2797	0	17.9718	13.9846	0	0	0	0	0	0	6.5067	10.493	6.9949	358.7524	0	0	27.9655	0	0	0	0	13.4987	0	52.1346	19.2377	0	0	0	0	38.459	12.2425
"RHAMCAT-PWY"	2281.8559	1780.1518	2009.0059	951.9764	3271.3254	1687.5351	2626.329	6130.9396	1247.5173	633.9111	3562.9231	2667.0184	814.3353	593.1386	1195.8451	2108.4338	1551.8901	2539.6448	2091.1832	2308.7894	745.1271	1513.6417	922.6912	862.8933	1443.0242	1181.4023	2314.0619	1016.0875	1256.1058	2551.5758	842.2715	1285.3931	2777.9265	1737.0801	1265.8722	3898.5128	2071.7775	3287.796	985.1118	2364.7184	1255.5203	1221.8227	1438.3759	1321.2876	1008.5372	2863.3744	1632.7503	915.0227	1433.7197	253.9976	1677.912	1459.3774	1202.3828	1269.4564	848.9785	914.3581	1828.5196	779.1719	1559.8518	1483.5181	757.5263	2601.7894	1530.9872	1192.8046	1161.1232	1856.7486	459.9152	1533.6414	4833.1413	2873.4386	2060.9264
"RIBOSYN2-PWY"	13584.0565	12498.9197	14153.5008	13110.9642	16160.9008	10959.8019	22062.428	29864.1643	11155.4883	9225.9861	21480.2117	13788.8897	10170.4314	12928.0725	11892.6757	14545.5792	11775.0526	17388.4171	14940.0916	11536.334	9568.9634	10421.7264	9843.7491	9260.6039	12555.8488	11441.6738	13967.7796	12459.7599	15815.083	14370.4743	10805.16	9377.4297	11347.7327	11065.7338	16594.1352	14941.9294	14469.0382	12136.6537	9965.7129	13778.5733	11765.2014	9052.8007	7723.4958	10218.7435	12960.3665	15059.1809	9907.5094	8995.4953	15759.3183	5075.6728	10217.7052	11153.5936	10276.6731	12501.5283	6165.5027	9015.9178	12085.5362	8589.327	11338.1848	11394.9511	6879.2381	12094.1255	8890.7687	9802.6912	13061.0958	9810.1903	5623.9519	9664.4602	14530.1279	16111.4437	13530.3836
"RUMP-PWY"	4169.214	1059.455	1868.795	2414.9228	1494.8227	4270.9869	1750.7537	11775.2541	1804.208	2634.727	3211.0607	2503.1524	2215.8409	1867.5223	3068.6229	2347.8262	1991.9372	3033.1276	3393.5612	3175.5741	3668.3013	1150.8212	845.1024	2526.7563	3119.8024	2497.9959	5545.4991	1481.39	5940.7067	8380.1869	3364.8667	3732.8638	4689.266	5552.4273	1518.3067	3057.258	1623.7571	785.8296	665.4242	1133.7386	6064.7976	382.7481	2589.4968	2033.1695	2083.9935	1929.2899	1340.3081	1855.8542	1164.3063	908.2071	1060.7564	1391.5158	1236.9565	1962.5136	683.7493	3627.1523	1033.427	537.9655	1468.2598	1116.176	1181.4094	547.2125	2951.0278	893.7072	3669.802	2447.521	823.1195	2413.899	2128.5003	7352.438	636.9516
"SALVADEHYPOX-PWY"	4563.0783	6958.5365	4876.4315	4762.9276	10525.2267	4094.7131	9671.2966	20848.1198	3117.3165	3586.9633	8608.2973	5499.8018	3634.5613	2892.5134	5280.0471	5780.6149	4950.0224	9596.8263	3127.6477	3039.9865	4524.9489	6293.2815	2489.9735	3623.2057	4602.1954	5329.3189	8475.7578	3945.248	7056.8791	6755.9625	4912.7282	7322.6362	6850.5834	7945.8491	4274.5571	1851.0557	8333.9019	2503.0916	1138.9248	6805.4317	7554.1281	3988.7774	4998.2977	3561.8961	2476.6947	5897.5498	3382.97	3136.7935	3396.8733	799.7847	4185.603	4249.4083	3750.6475	4545.6087	605.8301	1139.6809	7625.8006	1306.4207	4022.7392	2485.0347	2002.8987	575.5899	4887.7355	607.4455	5404.6215	1825.2085	1071.7916	7327.4817	4460.9613	18493.2186	1494.7852
"SER-GLYSYN-PWY"	24412.3185	24301.845	20947.8457	27535.6575	23828.4573	22353.5098	43286.8998	66958.1222	17515.9936	18260.4036	28435.1685	19815.079	17006.3225	19996.6705	20664.051	19565.3978	16419.0284	25296.7422	23129.3427	24893.606	17838.1275	19309.6052	15714.2932	15951.7924	20381.8925	20502.8966	28853.8942	22261.8451	34711.3041	31099.6494	23468.4369	16488.7142	21955.4035	21581.8691	28867.5903	21307.4291	28239.799	16179.9471	14767.5611	18781.6703	30208.1651	15119.9952	18102.8641	15700.8114	20405.1068	19843.9767	12586.5548	14166.1125	18053.7025	8727.3798	14072.454	14857.1048	11397.8229	18034.0728	10892.9127	13265.4132	22729.4574	12211.31	18300.57	16177.6863	11155.5158	13861.1951	17576.991	13704.1786	27542.5342	17791.0996	8677.2465	14716.1894	19126.5098	26913.8035	18893.9313
"SO4ASSIM-PWY"	2116.3115	916.6727	1777.7502	1832.3382	4017.1344	3144.6072	3688.0681	7269.8733	1418.1031	1155.271	3631.129	2584.4579	1202.4993	798.68	3526.0162	3384.6639	1487.9222	1228.8599	3012.6963	3286.4607	1091.6201	836.2839	2377.8334	2764.8026	3369.3936	2464.2896	1559.6978	852.8543	2960.3008	3216.7062	2353.9436	1466.8531	1609.1867	2886.2186	2934.5677	2147.6507	934.2994	1260.3714	782.4844	4003.8175	2350.0739	1301.9133	1980.0733	1159.4944	980.7359	2629.8443	1468.2442	739.0319	1079.5881	488.857	1838.9432	1229.3707	471.7206	3299.5668	2285.0684	1053.1291	764.636	1566.7384	2596.9521	2467.2885	942.1878	3750.5075	784.4229	524.5364	2043.4972	1965.3943	965.4475	1000.7569	2187.9158	3103.14	2350.7306
"SULFATE-CYS-PWY"	4218.8352	1903.1444	3554.9089	3688.9992	7204.3147	5732.5927	7196.0903	13624.186	2835.0279	2330.3667	6909.8097	4924.226	2419.339	1634.795	6294.8057	6185.8736	2958.7078	2522.9047	5660.6007	6016.9414	2231.7402	1728.7142	4381.0321	4928.6519	6146.2888	4663.7729	3176.9403	1787.0955	5800.0312	6125.8271	4543.0355	2891.4482	3254.444	5395.6499	5615.9057	4260.6447	1953.3492	2562.1327	1630.7811	6890.3935	4501.3939	2543.3193	3696.0723	2343.9496	2054.4329	4986.4492	2847.8485	1528.6288	2180.9027	1006.8721	3506.4678	2463.0114	977.1907	6038.6345	3879.4373	2130.222	1609.0229	2983.6651	4837.3176	4587.0365	1868.4191	6298.9781	1632.8196	1117.7577	4092.0957	3770.354	1854.2872	2028.2726	4290.0907	5965.1091	4472.5159
"TCA"	9917.1993	4902.988	8284.5564	7882.0997	13581.4056	8070.0306	14610.6167	21138.1075	6072.5264	5319.2277	12631.2853	9987.8162	4747.0126	4074.4257	9613.0788	9478.0185	6592.4543	6837.2802	12068.9185	10721.0784	7583.5511	3385.5699	6947.9526	7608.8614	9939.8255	8251.1288	6645.5686	4691.2886	10123.9941	9018.4642	6706.1462	5266.4634	7577.0936	7652.9773	11838.3734	9908.2851	6012.3179	9104.989	5043.5533	12896.8936	6079.4391	5761.3113	5929.3599	5395.2602	7070.096	10828.9625	5425.1272	4151.0566	5954.3235	3459.8241	6281.2112	5849.9127	3312.1651	7722.4593	6049.2878	7009.2103	4480.3484	4811.4239	8798.3465	8508.4209	3569.0551	9797.8613	4863.3931	3849.7891	8516.3572	7340.1418	3583.5241	5335.0078	11622.8872	10977.5934	9613.7392
"TCA-GLYOX-BYPASS"	11.2106	0	0	0	0	0	0	30.7967	0	0	0	0	0	0	0	4.4971	0	6.3925	0	0	0	0	0	0	3.0138	44.5581	0	7.0337	46.9064	0	0	0	0	0	0	17.8165	0	0	0	0	21.9722	0	22.9195	17.6282	0	0	0	0	0	0	8.3113	13.3543	7.1896	248.1421	0	0	0	0	0	0	20.7885	17.15	0	15.9353	24.6024	0	13.1763	0	0	49.0988	15.6647
"TEICHOICACID-PWY"	1689.7367	760.8396	1409.9	1171.2201	1662.7011	4037.3475	6212.4732	7747.4947	2008.7974	1014.6852	3743.2405	2975.654	1864.9023	3449.8085	1073.2577	2850.9436	2126.4913	5642.8233	3302.9902	2394.2171	1668.9407	1477.5555	1534.3395	629.4775	1557.5885	1578.6393	3968.3704	1919.2383	3169.5295	3817.9389	2044.6906	1528.4071	3270.4529	2362.3872	1707.6168	3737.9682	897.4871	1193.5767	650.0531	1511.2362	8965.5926	4018.886	2212.9031	2126.5489	793.7287	2829.0216	2734.1882	2333.0855	5844.5964	357.0977	2633.4741	3487.3911	6698.2857	2659.8414	1128.3012	3681.6	2365.7717	963.5318	1225.4809	1514.9177	1238.8771	1492.8336	2093.2484	1635.4269	2157.1367	1684.3948	494.8924	2254.8052	4427.7246	2807.8218	2587.288
"THISYN-PWY"	10651.2416	5839.9766	9489.327	9526.1412	11249.5564	8283.3649	14418.5485	19284.1754	8130.8288	6409.5014	13720.8396	10735.0418	6836.2303	5076.6887	9180.8753	10449.4904	8354.835	7504.3677	10624.3341	8625.6842	7468.4969	5650.5959	7697.4539	7351.3321	10454.8814	9057.4339	8329.47	9054.2305	11727.7445	9220.9917	7396.8017	6395.7042	8172.5639	8066.1025	11254.4447	12717.4369	6774.0983	10884.4787	7689.0857	10419.2826	7781.0037	5490.3523	4879.0993	7771.9638	9411.1167	11242.3984	8096.2201	6057.5572	7397.564	3935.845	8126.6342	7974.9665	4277.8689	9370.0551	4926.3511	8936.5415	6670.0096	6993.4057	9408.0492	10523.5201	5503.8984	10915.1522	5908.1462	8351.8841	9968.6733	6864.3663	4228.8836	7204.1894	13197.5482	12157.3778	10504.033
"THREOCAT-PWY"	0	0	0	0	0	0	0	13.5602	0	0	0	0	0	0	0	4.3199	0	5.9419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9845	0	8.1934	54.5569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"THRESYN-PWY"	24616.0614	24432.0578	21763.1537	29008.6825	25124.7922	22709.8978	45170.9929	69506.5106	30314.8275	19795.4047	30193.4731	22652.0026	18724.7856	20609.7914	23671.8727	22386.5815	18236.0008	26547.5806	24803.9854	25231.5595	17917.3558	18806.5546	19468.9193	18567.8524	22102.3711	21808.062	28869.9954	23838.7712	35287.5559	31031.9867	23597.3107	16991.6897	23150.1498	26766.2486	30788.8312	26945.3143	29190.0611	19237.9166	27089.2637	20421.7855	30804.2023	17396.3744	25930.9181	22831.3134	27492.3297	21705.9063	16914.7434	16357.1032	20534.4432	17007.5833	18223.3887	17328.1459	14986.707	20813.5362	13122.4127	14889.0277	24015.2197	18617.6242	22960.9237	19247.5174	14289.0955	17811.7703	20224.2478	24695.6253	27708.1691	28240.9816	11996.6952	17455.988	22536.2467	33233.8065	25061.6886
"TRNA-CHARGING-PWY"	23352.9197	24491.059	20594.4449	29120.2739	24520.6245	22244.6899	46420.7231	77029.7149	27926.2286	19964.7375	28211.0375	21386.7256	18973.2325	22481.727	23509.7475	21001.0283	17625.2225	28759.855	24846.9423	25250.802	17003.8708	19880.7054	20185.3702	18290.2341	21143.2869	21359.3339	31381.2021	25890.1049	37576.3087	30384.4274	23646.5429	16970.8106	22399.8628	26748.1961	30274.0261	26031.5675	30013.7811	17824.2708	25065.389	19726.1238	28995.4767	18676.6084	25312.7334	22710.4506	28634.1143	20415.6102	15947.2498	17073.0746	24449.8934	15279.6996	16827.5983	16913.7342	16325.0521	20619.441	14513.2083	13922.4003	27367.6995	18611.3176	23469.7509	18348.4787	14364.693	16210.3148	21237.4353	22767.7577	28630.1987	26608.7819	12474.3405	17145.9099	20874.2549	32923.3332	25281.6164
