"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.CEC_S279_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"
"PWY-7315"	5843.28923380035	6970.28712182384	2763.62602396405	3878.54432350349	5600.22480702433	1703.02122485915	2074.03507363892	2800.62706790937	2450.68250082609	1736.04144270151	2733.37668237365	2867.88839508108	2877.79353634638	8040.89026351974	2089.97689283855	1613.99806279975	2232.85295389842	2537.02327173967	2220.45398255153	2141.92940002265	1862.00865841694	1567.07891812072	287.973572581631	962.401095475783	2987.82417129399	2308.91614443855	2592.93262745734	1376.51643731391	4608.83185570459	3359.80992681795	3103.71283595878	4375.87747136627	1559.18956937053	1835.21045834572
"PWY-7323"	7487.34933557454	3673.93003824762	3261.07430286805	3042.83492839141	8000.45355208097	3598.53521216586	1965.41565065668	5293.23400341219	5667.79235020833	4107.09869282503	3870.84010067896	2748.64813389632	1781.13807005513	2324.25227592314	2490.59730917939	3336.91400075085	2072.14043354548	3758.84579344551	3699.7891995592	4764.78100806311	4716.51787177687	1972.91637662206	1969.31834797331	2842.95700319918	3598.01936161263	3259.70312258783	3247.71231628075	4195.71860221607	10997.9333199108	4231.99267012763	3654.73235744318	5256.7962325812	2108.8585008999	3200.57335665035
"PWY-7328"	4999.94313180474	1667.31729190118	1848.21954815132	3048.11188124866	5514.0030133258	2410.20737169835	1405.39610996599	2194.96388465667	2755.21613205501	1809.78375183578	2556.66895072431	2357.51864622913	1119.32389023272	2031.34082219353	1544.43451678255	1153.63835139953	1704.87206457855	2012.01168167254	2214.15756030793	2367.82844475678	1578.85576916757	1349.54436867688	635.413485910083	1719.0519657033	2013.95081396263	1844.8683631038	1882.21152325434	1724.12838174498	6583.09255619312	2618.38161765756	2272.55605248194	3049.54643046696	1385.63504100234	1493.83007357326
"PWY-7332"	1463.10757474597	438.086116298224	235.615872879046	602.241864206867	819.31364787585	391.758467062825	101.470221536643	470.21094768601	1075.41071708456	222.699257864951	574.812535312673	214.96760764865	180.704458820417	55.6293817746126	1222.52373335402	348.49869126718	102.951209335889	492.103012760302	270.0432094224	318.256209845392	292.14703444674	372.689983508233	143.436559355959	95.9841974053242	262.316594881089	209.379095245042	406.566387367068	864.876421483409	1033.50642522388	210.201694801428	568.340914835738	1319.91090426596	149.032051961168	431.965656609958
"PWY-7371"	823.582159158563	213.5	252.29057591623	535.212410611091	592.914156186019	196	142.17	460.041590326127	512.5	171.14573110893	584.416521258889	328.47549770291	227.5	296	172.270992366412	206	115.5	352.264385842419	275.615568862275	277.321848739496	309.772151898734	193.258741258741	60	568.5	459.429747530187	192.5	249.495412844037	378.414522287139	741.366575901974	325.127201565558	230	437.800651091536	180.5	221
"PWY-7374"	810.861241473769	213.5	251.369327073552	510.301804186851	568.080521528722	196	142.17	455.76617294707	512.5	170.077530719719	580.816961374532	326.873666565072	227.5	296	169.287029459902	203.970443349754	115.5	347.253966280334	274.563350035791	270.76878897276	302.40985882114	191.120331950207	60	566.893216746158	456.224656638326	192.5	247.677595628415	376.433274930495	732.255011345172	318.052717156197	230	435.664875371598	180.5	221
"PWY-7376"	0	0	0	0	28.9453716345677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7377"	46.4200226172442	0	0	0	0	26.3711057874643	0	0	109.55350845472	661.908739192901	0	0	0	0	0	0	0	0	0	0	1339.40766985611	0	0	0	0	0	0	0	0	0	0	72.615977304905	39.1243696877891	19.8674026122346
"PWY-7392"	12610.6577400464	4530.37521897628	5553.60526476916	7522.33008948041	11789.713621158	6161.96296729515	2531.24922994054	6550.00787726522	6619.97928559176	5372.98314666431	6087.44382737731	4867.28132904583	3514.75599463821	7431.6428378116	5543.89580279697	6890.01776698437	4700.86129331915	4953.09068831868	5672.29008611865	7449.42280499472	7928.48965080679	3723.17103805085	3596.14787644034	3800.42691969782	5575.84464489658	5260.64105238055	5099.02072916221	7599.51316352479	7690.69386480845	5730.59358358662	4421.98185674464	4310.54514164839	3012.18565980194	5664.96275070403
"PWY-7400"	15419.5648938845	9682.82254365881	7211.16353367398	12535.9352373524	14754.580854135	6171.63108476407	3708.60459402543	7710.89556796396	7675.19952076163	5617.90644612491	8617.5878225482	7335.36453167759	4916.46263668827	11391.9302277579	5448.22533922573	7058.25515044291	5559.79722854347	6777.07634564853	6000.66668365717	7893.91086730047	7958.75475689764	4807.23963294369	2369.83208239145	4218.89398531778	7036.19381525645	6349.25272882922	6949.14130896621	7066.02362729479	10709.1463019584	6896.40823884563	7900.76905860709	12449.0988061011	4423.06400871006	6484.69144980871
"PWY-7431"	0	0	0	0	7.92487424929292	0	0	0	0	0	0	0	0.439985072969739	0	0	0	0	0	13.5083829449432	0	17.488866186994	0	0	0	0	0	0	0	0	18.9708888803313	0	0	0	33.3037770877759
"PWY-7446"	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.29	0	0	0	0	0
"PWY-7456"	1578.87026932277	276.605105668212	428.63882850612	477.822001070915	2733.94072001585	321.221796438746	320.30168847371	584.550216931171	1892.74044928114	395.359058773687	1179.09970824161	364.74705661255	137.566959916177	101.470052262729	549.082932885001	188.626694230098	338.447365355165	392.757145377309	822.631800023034	943.408774227574	660.64945084715	365.871190818483	293.545973341091	546.517017629604	234.794649483437	677.630883820489	624.777261989353	984.591961887874	5839.48911670704	797.219950105845	752.571870027419	1710.20887476304	579.355349213761	868.708795705357
"PWY-7539"	11515.7419092339	6901.70064302064	5967.37126182692	6494.41251939879	11030.8243686597	5287.33629101438	3016.97401959317	7655.2316409732	7297.07229716236	5645.60859438572	6284.79658333102	4599.66697571359	3161.00750602059	7275.80611215682	3848.22428094931	5881.75931887396	4979.36992516552	5516.06353846836	4937.19878504995	5378.62599668005	7126.22958635234	3322.3293348136	2274.22579914196	3216.96893772088	5324.05008176063	4990.0208045561	5237.88092703494	6022.22256209653	10384.5582778186	5888.5559986011	6035.97161138005	8660.04062569792	3006.34812754114	4530.1417540378
"PWY-7560"	17126.2232442245	12056.121794236	8041.20597577042	14081.6556394092	16561.1693642302	6984.42836377211	4583.70723728144	9649.27753569171	9405.43759846194	6706.48298613215	9800.86737123088	8265.60065216311	5399.95444512445	12690.7069606691	6160.45466103251	7916.48414780068	6393.83507691334	7843.15325972254	7832.62905517107	8965.41883248883	9834.50067257118	5496.18801514199	3266.76090766137	5186.75917712745	7961.7377850501	7138.66212718953	7691.59612905001	8047.29420078248	12754.8973308401	8118.56144639547	8916.87876865647	14281.3242433361	5110.99244603444	6809.56262268346
"PWY-7616"	0	0	0	0	5.80603222485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7663"	23369.9703392419	13586.2291146497	11170.4261001035	17519.0085543093	21714.0173782441	10726.9267031378	5507.13730320992	12562.1339030002	12382.19939639	8775.20184183252	12330.8881396802	10279.65887237	6988.31460295173	15295.1283493765	9140.24464028571	12156.7010821458	8123.35247323551	9927.54955040089	10275.2583834529	12922.0181488595	12886.6130120089	7102.99969033281	6217.15937206766	6023.39713214133	10697.2890263062	9891.98223459071	10184.3517296983	12823.2816988246	16903.7642556983	9965.36704517664	10922.1770427114	16357.4181455907	5810.42490452137	10184.755222597
"PWY-7664"	301.820245323011	0	81.1428312538557	92.7611431829121	462.510438125485	68.2988139745059	0	59.6550668898838	216.123772143441	82.0663335126173	122.361193388029	0	29.3151784590401	91.6711745157111	75.5203494454792	196.242822262585	0	46.0527223292858	253.908434255546	137.929915561924	99.9146903248885	45.9946086663672	243.484814822201	114.001529534391	137.031799264046	135.221183169466	115.643841206396	220.306080676784	3168.86359366788	123.885426722301	231.099852890077	218.487859778	224.864177127839	114.264412637387
"PWY-841"	13057.9063770689	3719.17589411892	6084.52245182986	6833.0300133094	13462.7896477528	7798.18429162847	2335.73259146785	6690.72174345445	7797.70195734445	5324.77544754188	6153.33001797429	4995.24487292141	3580.87833161043	5353.40827440618	6168.80875761434	7709.0558512175	3777.46996308983	5097.14878575268	5508.78431928501	9370.78340178333	7211.8708269222	3637.00400049699	4492.02081331924	3749.71526298597	6240.93970557684	6278.30065408782	5991.82754197495	8757.47579282201	14588.6801393315	4979.87279346786	5078.256681405	6266.52648270316	3379.51189863483	6985.31211663115
"PWY-922"	5064.58438903389	1112.80318978014	2164.14915130607	2351.40484222189	4541.18337841995	3227.5257668488	779.465554484995	2375.39281488232	2237.39200613879	2512.59337783459	2106.151143344	1456.06237330274	1334.11782305995	2605.81901537089	3145.05426193076	3623.21040647985	2023.36313427628	1624.47371355773	2242.89762690677	3422.34325158739	3703.78964817944	1428.67129743004	3183.39471373812	1155.06034495813	2208.32244709418	2120.86157077405	1812.65985346094	4547.74287415336	1431.36876332865	2231.1503832632	1237.03199500194	789.222825963008	898.250917759593	2692.50246080732
"PWY0-1061"	1654.93062910545	401.835762356223	841.088481276288	848.956636097874	1189.66855369711	509.650868667274	391.395151045018	1004.46253421411	859.684252427823	188.398667795687	807.959250085074	646.94460598607	287.811725479789	591.647083493954	1066.23083147677	444.905216254717	486.939195937528	463.478121047753	237.439446403742	1003.48801787567	862.664394454261	453.783043504907	134.347772086027	413.284858991782	441.731190360189	1095.94286922275	1079.40841096776	571.278797447668	5108.86283598158	985.696069551904	428.585196783194	1569.28976675669	547.054431950881	515.678457782528
"PWY0-1241"	688.674971713636	197.34481824297	194.118336739175	194.733679304992	710.587528013385	305.505782771686	166.611175119971	465.37198135973	852.793190584543	182.650010275524	178.935576563173	392.99119522651	77.8582437618177	166.159825845611	529.866202838126	82.8532540509284	104.154308889716	407.902827792683	307.609456962349	417.152672754848	362.730755675482	112.068907546767	19.3186820492666	747.220408229152	169.917071480108	174.155480784221	221.04048823441	302.375893708681	2990.58433580248	321.546066277556	197.58441925977	329.797230539887	356.72707343756	186.498639472014
"PWY0-1261"	5211.68739411397	905.416116537308	607.795807196623	2522.89172008202	4587.01347013355	1642.20677837797	121.999638890055	2429.55842048727	1860.63267409038	2865.12648385227	1568.27316617245	1237.59652634176	347.83925045531	373.367628475203	490.46442927189	786.861202741112	1074.72992227193	1779.1427654196	1453.89040870654	2514.58457486108	2180.23111759745	1061.31092261655	561.698441533772	924.041493593837	1377.78452624458	1437.32670051417	1660.43365242584	2004.20219663749	4295.05594678872	2858.18089146165	508.610369154542	3259.05637076344	838.745568359233	1077.50382645813
"PWY0-1277"	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4302761595666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5552438293308	0	0	0	0	0
"PWY0-1296"	18883.6364568384	10233.9424230047	9958.21290756559	15646.4645710277	15344.6933172053	8198.5737986887	4156.91986650699	10050.63569492	9017.24328462837	5888.94759094965	9204.44707052207	8113.28061583423	5545.69026293672	12389.7047547355	8446.27886761919	10847.5825015948	8593.86292529689	7195.09161562667	8867.86650917225	10335.3635319837	10466.4599348659	5664.47258484611	5174.62240583584	4727.08274530058	8281.11919837623	7674.58384038018	7847.46112548312	11232.0073511419	8213.54103977139	6960.42204038225	8324.79092557552	12172.9005581235	5294.52399707315	8831.30390372046
"PWY0-1297"	15746.6731448578	6575.14393900702	6639.14170216196	12466.3716200905	11616.1059449714	6309.24544903615	2919.24394115241	6705.93890596372	6634.63462263005	4925.78582301846	7351.3382832379	6660.84133054197	3900.19860076323	9003.46215887073	6678.98452622899	8225.03289378224	5617.03189666056	5364.15369145246	6797.03635975791	8511.81885287929	8808.28687315873	4647.50123368184	5056.41054885612	3579.18173845168	6025.43965368816	5930.47165305854	5731.84827690641	8887.82601035701	7177.84027234601	5660.43429203108	5544.78083978352	8865.36517054357	3599.07698832528	6704.58271568065
"PWY0-1298"	15339.1632288908	6814.39909128268	6587.65633412847	12171.5491598419	11729.1377596478	6266.46016838397	2952.89825922994	6660.09910302291	6520.25396436221	4979.74944765102	7415.59620178536	6634.80638574778	3958.53194096943	9328.16125885623	6382.09369405161	7992.05478144915	5439.30701112287	5389.02969081353	6560.51140044524	8106.02364124064	8535.50683478452	4617.16568368426	4411.4306168156	3431.03398829753	5999.74351421636	5809.20558140797	5696.76231234302	8469.21515999346	6771.16233469882	5741.30433233656	5631.6811556328	8936.90345306058	3601.95727361122	6355.54020593485
"PWY0-1319"	23902.4364172097	14193.6783490054	10838.7510524002	18210.7115276445	22150.1048464748	10503.0751776801	5678.94966366324	12311.0718786785	12171.7108287081	9462.70638389855	12775.9011658146	10657.4705456754	7270.35168468838	16735.6492271388	9695.01222939941	12126.9885784887	9003.43574718516	10044.7596721931	10533.9982833237	13163.1318136063	14006.9371750632	7388.92246948562	6632.46468696633	6527.36291666346	10773.944295178	9901.59591116783	10233.4254195295	13121.8166086819	13903.6648879714	10904.4297364538	10906.3562887966	16657.4475502167	6188.03761961145	10205.2468447301
"PWY0-1338"	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8871025355742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.0631634462492	0	0	0	0	0
"PWY0-1415"	160.314867661357	46.8413979876162	34.1145145086367	69.8735352936161	562.433138961681	281.566710086253	26.2740958043573	225.761763944472	53.376245315287	43.4246460017886	87.603330014846	75.2794826363704	25.9605493168557	20.9201835990379	28.3798117932392	14.0011347274134	20.3235451968077	34.8971971348091	80.7617869625636	79.9761725748472	33.8559166611412	75.0185671568284	63.8793191378238	41.1963135498472	57.0633357906669	70.2808943880959	74.4561148811888	66.3458119407221	689.022313308984	37.441350638279	39.3751587714556	239.293441413242	65.296456075835	62.8721036347493
"PWY0-1479"	1182.62681024728	302.801043648642	353.457513898133	382.07680091464	1329.40549174786	673.794057578708	247.28769550138	727.080573270738	903.242875099784	752.983964896395	546.440519464165	639.201383458758	178.978470072632	301.157836924249	287.020753744065	228.655066771606	193.77747538351	664.040390322546	499.913311501491	955.653774663739	640.479686256831	286.010472743659	123.897075516696	652.920501750848	435.837387586259	375.129530091502	433.28982024527	713.051306103481	2843.81127923093	861.513089406111	393.712980263297	1036.35270410597	389.823737761446	411.339521462182
"PWY0-1533"	258.610410149228	0	0	0	73.7476016825679	75.7754373610629	0	128.426025291455	0	0	46.6563870243761	82.11939168643	0	10.6384917621422	0	0	0	0	76.427487677526	103.878259598594	114.495140069552	0	17.0886344203132	0	0	0	0	0	68.226169333403	0	0	45.0875797506713	0	89.2463646757622
"PWY0-1586"	20694.9784977355	11661.6549810431	9730.49345692325	13569.3237814624	17514.074914805	8673.08225636635	4632.0564095082	9649.1427367826	9300.53949414688	7306.57573167688	9695.32197201033	8218.99251694409	6497.25269910845	15063.0956467095	8664.44345230272	11467.386910699	9105.31772703729	8026.00189353556	7688.91506754047	10032.8765281955	11123.5028284178	5691.73765426356	5473.83897826256	4058.26727404573	9085.14922684713	8641.47827878097	8994.51361840958	11757.2575260309	8485.94249311265	8620.94981601493	9328.97073989515	13078.8128414197	4426.80323428206	9103.02458818164
"PWY0-162"	13107.1563609496	3443.51781261591	6053.973906934	6515.20345770703	13494.2894420233	7840.42054818228	2231.93490767257	6497.24111611466	7722.15517261055	5201.27981009112	6015.25700832686	4904.92348608489	3598.53374346178	5150.22545473204	6212.266392833	7750.08376876527	3618.03425167536	4974.48403886127	5329.45700384092	9274.67656643493	6969.14122520995	3563.94506582156	4648.97623985379	3649.21849636738	6210.60143860314	6251.71043983372	5995.76599513285	8824.18513656053	14379.9424971872	4809.06068103778	5037.78810015267	5995.27503167163	3309.70395523755	7009.83896922558
"PWY0-166"	10200.0696430505	2464.06154381964	4352.34550075074	5390.88225681691	10324.793849814	6087.26666490073	1685.31751525214	4938.59813937575	5643.03023791642	4230.81459806895	4825.61056307426	3453.31641928277	2606.70506827448	3879.98117124497	5216.86732818993	6096.03243432127	2954.06472443519	3714.49104230035	4554.58133964805	7470.36165748632	6063.73731477542	2857.2799864902	4225.69572863273	3003.85559813329	4745.89471376779	4555.37551627425	4252.69148497906	7192.85634814195	8706.70180631215	3950.15276323533	3429.58632739102	4715.91797223899	2754.23720569394	5240.52059132727
"PWY0-321"	0	0	0	0	10.5784833892494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6703462785927	0	0	0	0	0
"PWY0-41"	55.6808867276385	62.3111020667854	0	66.8076957099619	122.650199384503	139.458027807728	0	0	0	33.0973379962587	88.2833187275986	554.145319150888	0	57.1900482499652	0	0	0	43.1393956204472	37.2435915333102	0	0	0	0	0	39.2806696319212	17.8980279038389	0	0	985.000104932477	42.4337974310884	101.511685968405	115.618322560825	31.1634776768233	0
"PWY0-42"	0	0	0	0	7.43813732122924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.29	0	0	0	0	0
"PWY0-781"	7014.49618704853	3132.12828564447	3660.53963016808	7717.24374788807	5614.02547117151	4037.35935236964	1261.57036670139	3641.04010195158	2072.22927311696	2913.03398354042	5154.54606032948	2747.59008713487	2317.50687976679	4588.3959581332	3979.45248598952	4708.63257614386	2512.5797533386	1847.8005219356	3465.35081577808	1864.53345254238	4713.21696805561	3004.07418598383	2259.25276813878	1544.50397778899	2837.65136602929	1125.76488497761	1397.57756042864	5314.36636059884	990.647152954111	3370.94087669887	2478.62925171021	4514.8305657634	2919.27059982064	642.024092197664
"PWY0-845"	2284.12804467556	650.764119197665	689.141788979549	623.101142488961	2893.60834062259	1728.34156369805	196.241754846786	998.572188144971	1824.24665791769	968.292391094671	1225.72892565032	425.392906403862	250.061151938612	260.127540265593	1125.01386418531	557.906015964137	455.910640016837	509.98285818027	816.842200132021	1115.14737211862	993.406786209571	490.874593573485	605.162700932892	525.105755524368	773.667812700524	1023.56193523817	1039.99200106157	1314.58874461131	8219.92457686441	738.294628585708	1135.06808491257	1692.12508232749	638.364820893474	865.074212544397
"PWY0-862"	259.071098487399	0	69.6107407824959	79.5584048705728	397.391629832267	58.5859062907621	0	51.160716616953	185.626079287841	70.4212187950729	105.000526790744	0	25.1395641579052	78.6299383765922	64.795856834482	168.533655785092	0	39.4949723429171	218.264714188971	118.372653191234	85.720622307148	39.4533621278917	209.677243492559	97.9269873752343	117.631287219826	116.08465233084	99.2509539235538	189.22008814932	2767.89351892175	106.338107254499	198.563895739373	187.555275381013	193.601795492592	98.0664284656812
"PWY1G-0"	0	0	0	0	4.68618731307338	8.43013310136529	0	0	0	0	7.18122880359324	0	0	0	0	0	0	0	0	0	0	1.24964703224713	0	0	0	0	0	0	0	0	0	0	0	0
"PWY490-3"	2630.73706874342	333.37334583986	1674.97656015419	1580.1998649159	1793.03232564726	755.048310274173	500.378815679619	1559.08003452369	1384.54344713609	860.963909336863	1267.42728897979	973.308513172903	313.8756136399	518.256607432649	1128.63310360802	1671.0376494756	2037.79648114536	926.117432927378	1030.74404940661	945.594314710556	1194.67791069287	574.536430483935	131.7920718131	1042.58953983879	806.332583796736	1059.39543158379	1168.96255415427	2137.50236769412	0	910.445079235193	1469.34073674215	2034.91858512912	1420.41943532256	1323.71164482929
"PWY4FS-7"	20691.1520766208	12155.8798280386	9249.99087807211	16142.3948414099	18778.3668346369	9138.79064968456	4807.40061916154	10011.5120013212	9760.79330802076	7594.75244127512	10920.0117475509	9272.55548464672	6290.55959983642	14830.5309850182	8661.45845176735	10489.3086744891	7850.08432873784	8365.39484755799	8981.24073626999	11297.7322371702	11922.0976743865	6417.13506508355	5831.7719705353	5590.81796433694	9118.51331560225	8403.01241315198	8717.4631550228	11135.4568185891	12624.3187308302	8987.03359152814	9327.9760133687	14243.6424155527	5577.06315294451	8778.80752800345
"PWY4FS-8"	20691.1520766208	12155.8798280386	9249.99087807211	16142.3948414099	18778.3668346369	9138.79064968456	4807.40061916154	10011.5120013212	9760.79330802076	7594.75244127512	10920.0117475509	9272.55548464672	6290.55959983642	14830.5309850182	8661.45845176735	10489.3086744891	7850.08432873784	8365.39484755799	8981.24073626999	11297.7322371702	11922.0976743865	6417.13506508355	5831.7719705353	5590.81796433694	9118.51331560225	8403.01241315198	8717.4631550228	11135.4568185891	12624.3187308302	8987.03359152814	9327.9760133687	14243.6424155527	5577.06315294451	8778.80752800345
"PWYG-321"	312.375161098331	0	83.9708749901166	95.9217696670799	479.15004095351	70.8819367696241	0	61.8648305701619	223.803450698118	85.0371047160418	126.77361199939	0	30.3572311714567	94.074458316381	78.3067860666334	201.603727258604	0	47.7029873414195	261.364078003621	142.802277759504	103.454576269105	47.6752809782963	250.033577402904	117.72015241873	141.563724678054	139.94103576799	119.758610230429	227.720200643907	3280.6360997708	127.83613502278	238.656420549423	226.224979222704	231.764750964393	118.243362170822
"PYRIDNUCSAL-PWY"	14272.3664050604	10277.1382780021	6822.78999667762	12019.7274756318	13552.0929383813	5568.23966920156	3874.08828458058	7856.78654944027	6738.40355518647	5230.40614687756	7993.46361883188	7058.56714495878	4608.85267895833	11129.7949621894	4814.06413025241	6591.63814158556	5521.53197112956	6440.47437689776	5837.82721854725	6547.8830310519	7328.85296282828	4571.98461497356	1879.36037813602	3577.8140240234	6417.078234257	5876.53786778257	6442.08937510436	6268.96577076713	10903.2525882086	6737.2572492678	7439.71932739923	11745.6772143867	3816.82988456057	5657.68927628636
"PYRIDNUCSYN-PWY"	12021.5237953827	3924.45642598772	5553.42759675208	6808.17137369116	10575.2573854723	5060.91771222565	2708.24971196196	7275.11504866345	7716.77259544421	4871.34244935438	6120.58684076412	4471.22935418829	2291.69611161851	2553.21696379977	3959.45838237985	5886.19833538592	4517.67897619891	5492.35561803569	4756.90967369347	6132.70321774555	6977.95832717742	3214.23632503902	2201.77896146264	3847.5029502472	4849.73230927417	5349.0213008183	5622.94583728354	5975.31457691163	11693.9963847313	5369.94660322956	5928.10232336655	9336.02439733928	3412.60135569375	4935.84720557371
"PYRIDOXSYN-PWY"	1773.27297325496	505.656527871746	537.996902754236	475.305273583451	2255.25417322562	1319.54056314743	155.106592019817	801.16205021516	1481.02976738033	777.282478435715	959.064547349507	330.232122499574	194.370549582638	201.195177886458	852.84469435638	436.198185575715	351.986304020526	404.625088310169	651.053347537302	869.626791146056	789.317312730148	381.389146617586	476.371012298905	428.403897041456	605.135001995085	791.904135151705	802.785380921803	1022.08984347305	7493.84259925941	589.391700370413	883.527992385321	1315.2634736245	505.163075471902	663.198506241697
"REDCITCYC"	0	10.4928863725514	0	0	958.67152154082	1131.44492954954	0	10.4914466153172	0	0	620.160304404573	0	0	20.9698481704252	0	0	0	0	0	0	0	260.54776023438	37.9159730727856	0	0	0	0	0	1534.84604893843	0	0	34.9363796761164	0	0
"RHAMCAT-PWY"	2220.414206693	1514.29834716625	307.301913455059	623.10426931744	2200.93264528306	1009.7149327058	565.571919105539	1426.68097395223	678.532663123018	437.864523760964	842.961887369824	743.62155645894	138.674313784817	135.787429692113	176.109463532494	289.258348822861	355.342544644051	450.092001279349	446.239394278802	504.954289306292	539.803583709557	415.138003157089	383.845547044234	272.05382508419	475.759557464621	617.73558018136	656.041135232493	421.261743784719	9277.94983061503	696.026385067955	476.747623264767	1703.17607765007	342.372987514116	449.059652024446
"RIBOSYN2-PWY"	13152.3032430621	7016.85802441517	6735.56708062944	10949.4281283683	12837.8998861572	6308.86876860215	3200.80035052699	8715.9710511089	7610.50995039142	6466.55718948292	8164.87361964165	5961.15006583152	3376.72055655428	7862.43049662353	5800.04516086806	7616.96382175596	5566.19112607088	5949.67586546193	5948.16260952656	6182.08538195339	9044.77042062993	4611.92379198523	4012.60601228698	4365.67092277772	5808.6851209538	5471.17849375491	5763.09366539971	8724.02975618422	10683.4264391878	6916.98483816866	6648.1598984636	10452.655861589	3359.45796775082	5337.28239717527
"RUMP-PWY"	7543.40332525684	793.79395773642	2474.39824924448	2924.93320856256	2385.56325275875	1386.51795000968	688.766099519992	2993.04910969178	3657.30888124765	947.44975319735	1810.904518324	1909.00663673956	568.484970079847	285.264928386786	1616.17587127793	2544.14750275952	2692.21740096613	2081.00406190682	1701.2623428188	2856.65256174627	2565.06833614674	1050.3114064935	390.495338027441	1778.26121242922	1789.80619615235	2229.23773038729	2258.24273483985	3056.80440465703	4417.15689579823	1558.32891168533	1234.63619172883	2845.71082875227	1780.35726785891	2692.20262466498
"SALVADEHYPOX-PWY"	9195.84203808937	1307.22355364824	3221.20465942175	5383.97317540823	3847.41261046854	1320.85742945977	1299.34557137463	4506.58956023261	3415.6445644511	1260.57866585583	3047.97432684685	3357.8355858296	565.694157745231	1229.76610586266	2653.94853015199	2988.75372112946	3485.62880511679	1905.91664686153	2306.54614432929	2477.23644445217	3266.20968045269	1901.04282676713	909.161161809183	1344.97431855813	2318.22277828645	2610.34003176191	2332.13577403487	4090.27701417824	10334.1239018329	2043.03838059883	2770.14915690845	4139.08170158824	391.178070131647	4170.48450546654
"SER-GLYSYN-PWY"	19133.3249788353	11241.3357493835	8748.64899029576	13692.0158143756	17772.0343767046	7901.8815171913	4637.84916593578	10012.0854306602	10478.6749001836	7171.83863878215	9951.35962424168	9113.68437215719	5613.16138505369	11994.645808865	6497.31195221519	9074.3743634285	6691.36794775947	8524.64911045275	7147.78395443332	10547.198590097	9497.32674034448	5493.72500064859	3284.56903704173	4804.48099072369	8764.78319751868	8550.59544976933	8858.4188842766	9425.91674453533	13789.3907011735	8281.26646846141	9552.67057344036	14269.975470755	4911.88472158738	8856.44680625258
